# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact
axle;60;1415066708;775356;263344200;99.71;327592;224413132;134849324;49.27;169799424;83842084
axle;60;1415066768;553960;263565596;99.79;327492;223243052;136339500;49.82;170915000;82954936
axle;60;1415066828;2512508;261607048;99.05;327600;223217548;134401304;49.11;169250808;82663288
axle;60;1415066888;2443484;261676072;99.07;327780;223300084;134359968;49.09;169365068;82607712
axle;60;1415066948;757760;263361796;99.71;327976;223624916;135757368;49.60;170895988;82773220
axle;60;1415067008;2147156;261972400;99.19;328156;223379680;134578892;49.17;169636416;82644004
axle;60;1415067068;2021264;262098292;99.23;328472;223753820;134291200;49.07;169624372;82782184
axle;60;1415067128;1447272;262672284;99.45;328664;224165880;134492328;49.14;169999832;82968948
