# hostname;interval;timestamp;pswpin/s;pswpout/s
axle;60;1415066708;1.77;31.53
axle;60;1415066768;1.32;75.60
axle;60;1415066828;2.67;3.25
axle;60;1415066888;2.12;14.82
axle;60;1415066948;1.62;25.62
axle;60;1415067008;1.85;58.28
axle;60;1415067068;0.58;21.62
axle;60;1415067128;2.73;0.00
