Linux 3.11.0-17-generic (axle) 	04/11/14 	_x86_64_	(64 CPU)

02:04:08        CPU     %user     %nice   %system   %iowait    %steal     %idle
02:05:08        all      6.90      0.00      1.41      0.05      0.00     91.64
02:06:08        all      6.62      0.00      0.90      0.04      0.00     92.45
02:07:08        all      5.69      0.00      1.09      0.01      0.00     93.21
02:08:08        all      5.47      0.00      1.21      0.00      0.00     93.31
02:09:08        all      5.93      0.00      0.76      0.00      0.00     93.31
02:10:08        all      5.83      0.00      0.88      0.00      0.00     93.28
02:11:08        all      6.16      0.00      0.53      0.00      0.00     93.31
02:12:08        all      6.06      0.00      0.62      0.00      0.00     93.32
