Linux 3.11.0-17-generic (axle) 	04/11/14 	_x86_64_	(64 CPU)

01:54:35        CPU     %user     %nice   %system   %iowait    %steal     %idle
01:55:35        all      4.39      0.00      0.72      0.03      0.00     94.86
01:56:35        all      4.69      0.00      0.44      0.01      0.00     94.87
01:57:35        all      4.59      0.00      0.58      0.00      0.00     94.83
01:58:35        all      4.61      0.00      0.52      0.00      0.00     94.86
01:59:35        all      4.73      0.00      0.40      0.00      0.00     94.87
02:00:35        all      4.56      0.03      0.68      0.36      0.00     94.37
02:01:35        all      4.73      0.00      0.39      0.00      0.00     94.88
02:02:35        all      4.67      0.00      0.45      0.00      0.00     94.88
02:03:35        all      4.45      0.00      0.76      0.00      0.00     94.79
